car_name,brand,city,year,mileage_km,fuel_type,transmission,owner_type,engine_cc,power_bhp,seats,kmpl,price_lakh,price_inr,price_raw,mileage_raw,year_raw,price_vs_avg,deal_tag,rating,fuel_enc,transmission_enc,owner_enc,city_enc,brand_enc,name_enc
Chevrolet Beat Diesel LT,Chevrolet,Chennai,2012,75300,Diesel,Manual,Second,936,57.6,5,25.44,2.25,225000.0,225000.0,75300,2012,0.7359354557348452,Good Deal,4.7,1,1,2,2,3,164
Maruti SX4 Vxi BSIV,Maruti,Kochi,2010,69918,Petrol,Manual,First,1586,103.3,5,15.5,2.83,283000.0,283000.0,69918,2010,0.6107898594719462,Good Deal,5.0,3,1,0,7,17,1075
Maruti Omni 5 Seater BSIV,Maruti,Coimbatore,2019,4721,Petrol,Manual,First,796,35.0,5,14.0,4.11,411000.00000000006,411000.00000000006,4721,2019,0.8870481704698584,Fair Price,4.8,3,1,0,3,17,1042
Mitsubishi Pajero Sport Anniversary Edition,Mitsubishi,Kolkata,2014,39163,Diesel,Manual,First,2477,178.0,7,13.5,14.7,1470000.0,1470000.0,39163,2014,1.2117881431613655,Overpriced,5.0,1,1,0,8,20,1320
Mercedes-Benz S Class 2005 2013 S 300 L,MercedesBenz,Pune,2013,80000,Petrol,Automatic,First,2987,210.0,5,13.0,25.0,2500000.0,2500000.0,80000,2013,0.92085474148989,Fair Price,5.0,3,0,0,10,18,1286
Chevrolet Beat Diesel LS,Chevrolet,Bangalore,2015,66000,Diesel,Manual,First,936,56.3,5,25.44,2.35,235000.0,235000.0,66000,2015,0.7686436982119494,Good Deal,4.9,1,1,0,1,3,163
Ford Figo 2015-2019 1.5D Titanium MT,Ford,Coimbatore,2017,36154,Diesel,Manual,Second,1498,99.0,5,25.83,6.41,641000.0,641000.0,36154,2017,0.9184052398426878,Fair Price,4.8,1,1,2,3,7,303
Honda City i-VTEC VX,Honda,Ahmedabad,2012,34000,Petrol,Manual,First,1497,117.3,5,17.4,5.75,575000.0,575000.0,34000,2012,1.0507937484617278,Fair Price,5.0,3,1,0,0,8,443
Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Chennai,2016,60000,Diesel,Automatic,Second,2143,136.0,5,17.9,17.55,1755000.0,1755000.0,60000,2016,0.6464400285259028,Good Deal,4.8,1,0,2,2,18,1235
Hyundai Creta 1.4 CRDi S Plus,Hyundai,Jaipur,2015,32000,Diesel,Manual,First,1396,88.7,5,21.38,10.25,1025000.0,1025000.0,32000,2015,1.8957174931302585,Overpriced,5.0,1,1,0,6,9,490
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Kochi,2012,79985,Diesel,Manual,First,1399,67.0,5,17.8,3.16,316000.0,316000.0,79985,2012,0.452755157239141,Good Deal,5.0,1,1,0,7,7,288
Audi A4 2.0 TDI,Audi,Bangalore,2014,37600,Diesel,Automatic,Second,1968,147.51,5,16.55,22.5,2250000.0,2250000.0,37600,2014,0.8799447486228762,Fair Price,4.6,1,0,2,1,0,6
Hyundai i10 Magna 1.1,Hyundai,Kochi,2015,31965,Petrol,Manual,First,1086,68.05,5,19.81,3.55,355000.0,355000.0,31965,2015,0.6565655707914553,Good Deal,5.0,3,1,0,7,9,670
BMW 3 Series 320i Sedan,BMW,Kochi,2010,70749,Petrol,Automatic,First,1995,154.0,5,12.05,9.86,986000.0,986000.0,70749,2010,0.3899075479759642,Good Deal,5.0,3,0,0,7,1,85
BMW 7 Series 730Ld,BMW,Chennai,2013,38000,Diesel,Automatic,First,2993,258.0,5,16.46,45.0,4500000.0,4500000.0,38000,2013,1.7794969228111959,Overpriced,4.9,1,0,0,2,1,122
Hyundai Verna 1.6 SX VTVT,Hyundai,Kochi,2017,41534,Petrol,Manual,First,1591,121.3,5,17.01,7.99,799000.0,799000.0,41534,2017,1.4777349044010502,Overpriced,5.0,3,1,0,7,9,611
Volkswagen Ameo 1.5 TDI Comfortline AT,Volkswagen,Jaipur,2017,54455,Diesel,Automatic,First,1498,108.495,5,22.0,6.5,650000.0,650000.0,54455,2017,1.2251709296532183,Overpriced,5.0,1,0,0,6,28,1732
Chevrolet Aveo 1.4 LS,Chevrolet,Kolkata,2007,42000,Petrol,Manual,First,1399,92.7,5,14.49,0.75,75000.0,75000.0,42000,2007,0.24531181857828174,Good Deal,4.6,3,1,0,8,3,156
Chevrolet Cruze LTZ,Chevrolet,Coimbatore,2018,52073,Diesel,Manual,Second,1991,147.9,5,18.3,9.87,986999.9999999999,986999.9999999999,52073,2018,3.2283035324901874,Overpriced,4.7,1,1,2,3,3,172
Hyundai i20 1.4 Sportz,Hyundai,Kochi,2018,40175,Diesel,Manual,Second,1396,88.73,5,22.54,6.36,636000.0,636000.0,40175,2018,1.1762695859813117,Overpriced,4.6,1,1,2,7,9,703
Honda BRV i-VTEC V CVT,Honda,Mumbai,2017,16503,Petrol,Automatic,First,1497,117.3,7,16.0,9.5,950000.0,950000.0,16503,2017,1.736094019197637,Overpriced,4.8,3,0,0,9,8,370
Hyundai Xcent 1.2 Kappa SX,Hyundai,Kochi,2017,15029,Petrol,Manual,First,1197,82.0,5,19.1,6.05,605000.0,605000.0,15029,2017,1.1189356910671282,Fair Price,4.9,3,1,0,7,9,656
Maruti Alto 800 CNG LXI,Maruti,Mumbai,2013,26200,CNG,Manual,First,796,47.3,5,30.46,2.15,215000.0,215000.0,26200,2013,0.4640276317543054,Good Deal,5.0,0,1,0,9,17,922
Hyundai Grand i10 CRDi Sportz,Hyundai,Hyderabad,2015,76362,Diesel,Manual,First,1120,70.0,5,24.0,5.5,550000.0,550000.0,76362,2015,1.0172142646064801,Fair Price,5.0,1,1,0,5,9,553
Maruti Alto LXi,Maruti,Kolkata,2007,18700,Petrol,Manual,Second,796,46.3,5,19.7,1.25,125000.0,125000.0,18700,2007,0.2697835068338985,Good Deal,4.2,3,1,2,8,17,937
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Coimbatore,2015,67585,Diesel,Manual,First,2494,100.6,7,12.99,11.99,1199000.0,1199000.0,67585,2015,1.020071362964907,Fair Price,5.0,1,1,0,3,27,1705
Hyundai i10 Sportz 1.2 AT,Hyundai,Mumbai,2010,57000,Petrol,Automatic,Second,1197,78.9,5,16.95,2.5,250000.0,250000.0,57000,2010,0.46237012027567276,Good Deal,4.9,3,0,2,9,9,682
Honda City i-VTEC CVT V,Honda,Kochi,2019,22321,Petrol,Automatic,First,1497,117.3,5,18.0,11.66,1166000.0,1166000.0,22321,2019,2.1308269751415208,Overpriced,4.8,3,0,0,7,8,438
Maruti Wagon R LXI BS IV,Maruti,Kolkata,2015,36428,Petrol,Manual,First,998,67.04,5,20.51,3.1,310000.0,310000.0,36428,2015,0.6690630969480683,Good Deal,4.8,3,1,0,8,17,1156
Ford Figo Diesel Titanium,Ford,Hyderabad,2012,73500,Diesel,Manual,Second,1399,68.0,5,20.0,2.6,260000.0,260000.0,73500,2012,0.3725200660828375,Good Deal,4.8,1,1,2,5,7,319
Honda Amaze S i-Vtech,Honda,Kochi,2015,47234,Petrol,Manual,First,1198,86.7,5,18.0,5.09,509000.0,509000.0,47234,2015,0.9301809008122076,Fair Price,5.0,3,1,0,7,8,356
Hyundai Accent GLE,Hyundai,Hyderabad,2008,62364,Petrol,Manual,First,1495,94.0,5,13.2,2.3,229999.99999999997,229999.99999999997,62364,2008,0.4253805106536189,Good Deal,4.6,3,1,0,5,9,486
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Pune,2012,89000,Diesel,Manual,First,1582,126.32,5,22.32,6.0,600000.0,600000.0,89000,2012,1.1096882886616146,Fair Price,4.8,1,1,0,10,9,610
Maruti Swift ZDi,Maruti,Ahmedabad,2013,58653,Diesel,Manual,First,1248,74.0,5,25.2,4.4,440000.00000000006,440000.00000000006,58653,2013,0.9496379440553229,Fair Price,5.0,1,1,0,0,17,1133
Mercedes-Benz B Class B180,MercedesBenz,Delhi,2013,30000,Petrol,Automatic,Second,1595,120.7,5,14.8,11.0,1100000.0,1100000.0,30000,2013,0.40517608625555157,Good Deal,4.5,3,0,2,4,18,1192
Chevrolet Cruze LTZ,Chevrolet,Coimbatore,2014,64042,Diesel,Manual,First,1998,163.7,5,17.3,5.7,570000.0,570000.0,64042,2014,1.8643698211949413,Overpriced,4.9,1,1,0,3,3,172
Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Chennai,2013,120000,Diesel,Automatic,First,1968,138.1,5,20.0,6.95,695000.0,695000.0,120000,2013,0.9073597688629323,Fair Price,4.3,1,0,0,2,24,1432
Mahindra Scorpio VLX 2WD BSIV,Mahindra,Hyderabad,2014,90000,Diesel,Manual,First,2179,120.0,8,12.05,7.9,790000.0,790000.0,90000,2014,0.9784790776484457,Fair Price,5.0,1,1,0,5,16,864
BMW X1 xDrive 20d xLine,BMW,Kochi,2018,30733,Diesel,Automatic,First,1995,190.0,5,20.68,29.3,2930000.0,2930000.0,30733,2018,1.1586502186304009,Overpriced,5.0,1,0,0,7,1,134
Mercedes-Benz E-Class 2009-2013 E350 Petrol,MercedesBenz,Kolkata,2009,43600,Petrol,Automatic,First,3498,272.0,5,10.93,10.24,1024000.0,1024000.0,43600,2009,0.37718210211425895,Good Deal,4.5,3,0,0,8,18,1212
Skoda Superb Elegance 1.8 TSI AT,Skoda,Pune,2010,71473,Petrol,Automatic,Second,1798,157.75,5,13.7,5.35,535000.0,535000.0,71473,2010,0.6984711889808183,Good Deal,4.8,3,0,2,10,24,1495
Honda Brio VX AT,Honda,Mumbai,2014,39000,Petrol,Automatic,Second,1198,86.8,5,16.5,3.49,349000.0,349000.0,39000,2014,0.637786118631553,Good Deal,4.8,3,0,2,9,8,383
Hyundai i10 Magna 1.2,Hyundai,Hyderabad,2009,84045,Petrol,Manual,First,1197,78.9,5,20.36,2.85,285000.0,285000.0,84045,2009,0.527101937114267,Good Deal,4.6,3,1,0,5,9,673
Honda City i VTEC SV,Honda,Mumbai,2014,57004,Petrol,Manual,First,1497,117.3,5,17.4,5.35,535000.0,535000.0,57004,2014,0.977695052916564,Fair Price,4.9,3,1,0,9,8,432
Ford Figo Petrol ZXI,Ford,Coimbatore,2012,75464,Petrol,Manual,First,1196,70.0,5,15.6,3.62,362000.0,362000.0,75464,2012,0.5186625535461046,Good Deal,5.0,3,1,0,3,7,324
Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Hyderabad,2006,142000,Diesel,Manual,First,2494,102.0,7,12.8,6.25,625000.0,625000.0,142000,2006,0.5317302767748681,Good Deal,4.0,1,1,0,5,27,1694
Mahindra Verito 1.5 D6 BSIV,Mahindra,Kochi,2012,118683,Diesel,Manual,Second,1461,64.1,5,21.0,3.19,319000.0,319000.0,118683,2012,0.39510737439222043,Good Deal,4.2,1,1,2,7,16,880
Mahindra KUV 100 G80 K8 Dual Tone,Mahindra,Delhi,2018,42000,Petrol,Manual,First,1198,82.0,6,18.15,5.5,550000.0,550000.0,42000,2018,0.6812196110210696,Good Deal,5.0,3,1,0,4,16,810
Hyundai i20 Sportz Option 1.2,Hyundai,Kochi,2019,12800,Petrol,Manual,First,1197,81.83,5,18.6,7.67,767000.0,767000.0,12800,2019,1.4185515290057642,Overpriced,5.0,3,1,0,7,9,744
Tata New Safari EX 4x2,Tata,Jaipur,2011,80000,Petrol,Manual,First,2092,127.0,7,12.0,5.5,550000.0,550000.0,80000,2011,1.5252310956205486,Overpriced,4.8,3,1,0,6,26,1579
Maruti Swift Dzire VDi,Maruti,Hyderabad,2014,76126,Diesel,Manual,First,1248,73.9,5,19.3,6.6,660000.0,660000.0,76126,2014,1.424456916082984,Overpriced,4.9,1,1,0,5,17,1097
BMW X5 xDrive 30d M Sport,BMW,Chennai,2017,21000,Diesel,Automatic,Second,2993,258.0,5,15.97,55.0,5500000.0,5500000.0,21000,2017,2.174940683435906,Overpriced,4.7,1,0,2,2,1,148
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Pune,2013,85000,Diesel,Automatic,First,1968,174.33,5,17.68,21.0,2100000.0,2100000.0,85000,2013,0.8212817653813511,Good Deal,5.0,1,0,0,10,0,26
Maruti Baleno Delta 1.2,Maruti,Jaipur,2017,27000,Petrol,Manual,First,1197,83.1,5,21.4,4.5,450000.0,450000.0,27000,2017,0.9712206246020346,Fair Price,5.0,3,1,0,6,17,949
Hyundai Santa Fe 4WD AT,Hyundai,Coimbatore,2016,45794,Diesel,Automatic,First,2199,194.3,7,13.01,20.67,2067000.0000000002,2067000.0000000002,45794,2016,3.822876154439263,Overpriced,5.0,1,0,0,3,9,561
Chevrolet Cruze LTZ AT,Chevrolet,Hyderabad,2013,57352,Diesel,Automatic,First,1998,163.7,5,14.39,6.5,650000.0,650000.0,57352,2013,2.126035761011775,Overpriced,4.9,1,0,0,5,3,173
Mercedes-Benz E-Class 2015-2017 E250 Edition E,MercedesBenz,Coimbatore,2018,41467,Diesel,Automatic,First,2143,204.0,5,15.0,37.98,3797999.9999999995,3797999.9999999995,41467,2018,1.3989625232714407,Overpriced,4.8,1,0,0,3,18,1215
Hyundai Santro Xing GLS,Hyundai,Mumbai,2009,42000,Petrol,Manual,First,1086,62.1,5,17.92,1.45,145000.0,145000.0,42000,2009,0.2681746697598902,Good Deal,4.4,3,1,0,9,9,574
Maruti Wagon R LXI CNG,Maruti,Delhi,2014,62549,CNG,Manual,First,998,58.16,5,26.6,2.95,295000.0,295000.0,62549,2014,0.6366890761280005,Good Deal,4.8,0,1,0,4,17,1159
Maruti Ciaz VDi Plus SHVS,Maruti,Hyderabad,2015,67048,Diesel,Manual,First,1248,88.5,5,28.09,7.9,790000.0,790000.0,67048,2015,1.7050317631902387,Overpriced,5.0,1,1,0,5,17,995
Honda City i-VTEC V,Honda,Kochi,2018,11732,Petrol,Manual,First,1497,117.3,5,17.4,10.07,1007000.0,1007000.0,11732,2018,1.8402596603494954,Overpriced,4.8,3,1,0,7,8,442
Nissan Terrano XL Plus ICC WT20 SE,Nissan,Mumbai,2016,37000,Diesel,Manual,First,1461,83.8,5,20.45,6.5,650000.0,650000.0,37000,2016,1.3717850599503698,Overpriced,4.9,1,1,0,9,21,1356
BMW 3 Series 320d Prestige,BMW,Hyderabad,2015,30000,Diesel,Automatic,First,1995,184.0,5,18.88,22.0,2200000.0,2200000.0,30000,2015,0.8699762733743625,Fair Price,5.0,1,0,0,5,1,80
Honda City i DTEC V,Honda,Hyderabad,2016,53000,Diesel,Manual,First,1498,98.6,5,26.0,9.75,975000.0,975000.0,53000,2016,1.7817807039133644,Overpriced,5.0,1,1,0,5,8,420
Nissan Terrano XL Plus 85 PS,Nissan,Jaipur,2014,60000,Diesel,Manual,First,1461,83.8,5,20.45,6.0,600000.0,600000.0,60000,2014,1.2662631322618798,Overpriced,4.9,1,1,0,6,21,1355
Hyundai Grand i10 CRDi Sportz,Hyundai,Delhi,2014,65000,Diesel,Manual,First,1120,70.0,5,24.0,3.99,399000.0,399000.0,65000,2014,0.7379427119599739,Good Deal,5.0,1,1,0,4,9,553
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Ahmedabad,2008,51000,Petrol,Manual,First,1086,74.0,5,17.0,1.75,175000.0,175000.0,51000,2008,0.32365908419297096,Good Deal,4.6,3,1,0,0,9,580
Toyota Fortuner 4x2 AT,Toyota,Delhi,2015,92000,Diesel,Automatic,First,2982,168.5,7,12.55,19.75,1975000.0,1975000.0,92000,2015,1.680267674608583,Overpriced,4.9,1,0,0,4,27,1677
Toyota Innova Crysta 2.4 VX MT,Toyota,Kolkata,2017,31000,Diesel,Manual,First,2393,147.8,7,13.68,16.95,1695000.0,1695000.0,31000,2017,1.442052510613442,Overpriced,4.9,1,1,0,8,27,1717
Maruti Baleno Zeta 1.2,Maruti,Chennai,2017,43917,Petrol,Manual,First,1197,83.1,5,21.4,6.8,680000.0,680000.0,43917,2017,1.4676222771764078,Overpriced,5.0,3,1,0,2,17,961
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Kolkata,2007,46707,Petrol,Manual,First,1086,74.0,5,17.0,0.99,99000.0,99000.0,46707,2007,0.18309856762916643,Good Deal,4.6,3,1,0,8,9,580
Hyundai i10 Sportz 1.1L,Hyundai,Pune,2013,84000,Petrol,Manual,First,1086,68.05,5,19.81,2.95,295000.0,295000.0,84000,2013,0.545596741925294,Good Deal,5.0,3,1,0,10,9,680
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Coimbatore,2015,55662,Diesel,Automatic,First,2967,241.4,7,12.07,42.83,4283000.0,4283000.0,55662,2015,1.6750237148230127,Overpriced,5.0,1,0,0,3,0,56
Volvo S60 D4 Momentum,Volvo,Hyderabad,2014,51000,Diesel,Automatic,First,1969,190.0,5,27.03,21.5,2150000.0,2150000.0,51000,2014,1.1434432457073394,Fair Price,4.9,1,0,0,5,29,1801
Honda City i VTEC V,Honda,Jaipur,2015,24398,Petrol,Manual,First,1497,117.3,5,17.8,7.9,790000.0,790000.0,24398,2015,1.4436992370169826,Overpriced,5.0,3,1,0,6,8,433
Maruti Alto K10 2010-2014 VXI,Maruti,Hyderabad,2011,78000,Petrol,Manual,Second,998,67.1,5,20.92,2.3,229999.99999999997,229999.99999999997,78000,2011,0.49640165257437324,Good Deal,4.5,3,1,2,5,17,927
Honda Brio 1.2 S Option MT,Honda,Delhi,2012,40315,Petrol,Manual,First,1198,86.8,5,18.5,2.75,275000.0,275000.0,40315,2012,0.5025535318730002,Good Deal,5.0,3,1,0,4,8,373
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,Jaipur,2011,83000,Diesel,Manual,First,2179,120.0,8,12.05,6.71,671000.0,671000.0,83000,2011,0.831087925445705,Good Deal,4.9,1,1,0,6,16,861
Renault Duster 110PS Diesel RxL AMT,Renault,Kochi,2017,58151,Diesel,Automatic,First,1461,108.45,5,19.6,9.6,960000.0,960000.0,58151,2017,1.6554479937207145,Overpriced,5.0,1,0,0,7,23,1382
Hyundai Creta 1.6 CRDi SX,Hyundai,Kochi,2017,30519,Diesel,Manual,First,1582,126.2,5,19.67,12.81,1281000.0,1281000.0,30519,2017,2.3691844962925472,Overpriced,4.9,1,1,0,7,9,493
Tata Tiago 1.2 Revotron XZ,Tata,Coimbatore,2019,20712,Petrol,Manual,First,1199,84.0,5,23.84,6.94,694000.0,694000.0,20712,2019,1.9245643279284743,Overpriced,5.0,3,1,0,3,26,1594
Mahindra XUV500 W6 2WD,Mahindra,Mumbai,2015,48000,Diesel,Manual,First,2179,140.0,7,16.0,9.45,944999.9999999999,944999.9999999999,48000,2015,1.1704591498452923,Overpriced,5.0,1,1,0,9,16,890
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Hyderabad,2015,85000,Diesel,Manual,First,1498,103.2,5,20.34,6.0,600000.0,600000.0,85000,2015,1.1309270119875863,Fair Price,4.8,1,1,0,5,28,1779
Mercedes-Benz B Class B180,MercedesBenz,Delhi,2013,32000,Petrol,Automatic,First,1595,120.7,5,14.8,11.0,1100000.0,1100000.0,32000,2013,0.40517608625555157,Good Deal,5.0,3,0,0,4,18,1192
Maruti SX4 Vxi BSIV,Maruti,Delhi,2011,52000,Petrol,Manual,First,1586,103.3,5,15.5,2.6,260000.0,260000.0,52000,2011,0.5611496942145089,Good Deal,5.0,3,1,0,4,17,1075
Hyundai Getz GLE,Hyundai,Hyderabad,2007,58307,Petrol,Manual,First,1341,83.0,5,15.3,1.95,195000.0,195000.0,58307,2007,0.3606486938150248,Good Deal,4.4,3,1,0,5,9,531
BMW 6 Series Gran Coupe,BMW,Mumbai,2013,30000,Diesel,Automatic,First,2993,313.0,4,17.54,45.0,4500000.0,4500000.0,30000,2013,1.7794969228111959,Overpriced,5.0,1,0,0,9,1,118
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Chennai,2014,40000,Diesel,Automatic,First,1968,174.33,5,17.11,22.0,2200000.0,2200000.0,40000,2014,0.8603904208757012,Fair Price,5.0,1,0,0,2,0,7
Hyundai i20 Asta Option 1.2,Hyundai,Kolkata,2015,36000,Petrol,Manual,First,1197,81.83,5,18.6,4.9,490000.00000000006,490000.00000000006,36000,2015,0.9062454357403187,Fair Price,4.8,3,1,0,8,9,728
Nissan Terrano XL D Option,Nissan,Kochi,2015,58817,Diesel,Manual,First,1461,83.14,5,19.87,6.25,625000.0,625000.0,58817,2015,1.3190240961061248,Overpriced,5.0,1,1,0,7,21,1354
Volkswagen Vento Konekt Diesel Highline,Volkswagen,Chennai,2013,55000,Diesel,Manual,Second,1598,103.6,5,20.54,6.1,610000.0,610000.0,55000,2013,1.1497757955207126,Fair Price,4.8,1,1,2,2,28,1791
Hyundai i10 Sportz,Hyundai,Mumbai,2011,39000,Petrol,Manual,First,1197,78.9,5,20.36,2.6,260000.0,260000.0,39000,2011,0.4808649250866997,Good Deal,5.0,3,1,0,9,9,679
Lamborghini Gallardo Coupe,Lamborghini,Delhi,2011,6500,Petrol,Automatic,Third,5204,560.0,2,6.4,120.0,12000000.0,12000000.0,6500,2011,1.0,Fair Price,4.2,3,0,3,4,14,770
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,Hyderabad,2012,35000,Diesel,Automatic,First,2993,270.9,5,14.74,29.0,2900000.0,2900000.0,35000,2012,0.7706156288821423,Good Deal,4.9,1,0,0,5,12,755
Maruti Swift Dzire VXi,Maruti,Pune,2010,49900,Petrol,Manual,Second,1298,85.8,5,17.5,3.3,330000.0,330000.0,49900,2010,0.712228458041492,Good Deal,4.8,3,1,2,10,17,1100
Tata Indica Vista Quadrajet VX,Tata,Hyderabad,2013,99500,Diesel,Manual,Second,1248,74.0,5,22.3,3.05,305000.0,305000.0,99500,2013,0.8458099712077588,Good Deal,4.6,1,1,2,5,26,1529
Hyundai i20 Asta 1.4 CRDi,Hyundai,Kolkata,2012,33249,Diesel,Manual,First,1396,88.76,5,21.27,3.25,325000.0,325000.0,33249,2012,0.6010811563583747,Good Deal,5.0,1,1,0,8,9,726
Hyundai Xcent 1.2 Kappa S Option,Hyundai,Delhi,2014,52000,Petrol,Manual,First,1197,81.86,5,19.1,3.75,375000.0,375000.0,52000,2014,0.6935551804135092,Good Deal,4.9,3,1,0,4,9,654
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Mumbai,2015,45000,Diesel,Manual,First,2494,100.6,7,12.99,13.25,1325000.0,1325000.0,45000,2015,1.1272681867627203,Fair Price,4.8,1,1,0,9,27,1705
Tata Tiago 1.2 Revotron XZ,Tata,Hyderabad,2017,22000,Petrol,Manual,First,1199,84.0,5,23.84,4.8,480000.0,480000.0,22000,2017,1.3311107743597514,Overpriced,5.0,3,1,0,5,26,1594
Renault KWID RXL,Renault,Kochi,2019,7858,Petrol,Manual,First,799,53.3,5,25.17,3.8,380000.0,380000.0,7858,2019,0.6552814975144495,Good Deal,5.0,3,1,0,7,23,1407
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Pune,2011,112000,Diesel,Manual,First,2494,102.0,7,12.8,8.5,850000.0,850000.0,112000,2011,0.7231531764138206,Good Deal,4.5,1,1,0,10,27,1703
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,MercedesBenz,Coimbatore,2016,41082,Diesel,Automatic,First,2143,204.0,5,13.0,38.76,3876000.0,3876000.0,41082,2016,1.4276931912059254,Overpriced,4.9,1,0,0,3,18,1214
Honda City 1.5 S AT,Honda,Ahmedabad,2009,72000,Petrol,Automatic,First,1497,116.4,5,16.8,3.2,320000.0,320000.0,72000,2009,0.5847895643613094,Good Deal,4.5,3,0,0,0,8,401
Hyundai i10 Sportz 1.2,Hyundai,Hyderabad,2011,84912,Petrol,Manual,First,1197,78.9,5,20.36,3.5,350000.0,350000.0,84912,2011,0.6473181683859419,Good Deal,5.0,3,1,0,5,9,681
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Pune,2015,70000,Diesel,Manual,First,1582,126.2,5,19.67,12.25,1225000.0,1225000.0,70000,2015,2.2656135893507967,Overpriced,5.0,1,1,0,10,9,494
Honda Amaze VX Petrol,Honda,Mumbai,2014,21000,Petrol,Manual,First,1199,86.76,5,19.5,4.75,475000.0,475000.0,21000,2014,0.8680470095988185,Fair Price,4.9,3,1,0,9,8,364
Volkswagen Polo 1.2 MPI Trendline,Volkswagen,Delhi,2016,27000,Petrol,Manual,First,999,74.0,5,18.78,4.5,450000.0,450000.0,27000,2016,0.8481952589906896,Good Deal,5.0,3,1,0,4,28,1758
Hyundai i10 Magna 1.2,Hyundai,Kolkata,2012,29000,Petrol,Manual,First,1197,78.9,5,20.36,2.35,235000.0,235000.0,29000,2012,0.43462791305913245,Good Deal,5.0,3,1,0,8,9,673
Renault Pulse RxL,Renault,Hyderabad,2014,48425,Diesel,Manual,First,1461,63.12,5,23.08,3.4,340000.0,340000.0,48425,2014,0.5863044977760864,Good Deal,5.0,1,1,0,5,23,1414
Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,Pune,2016,19000,Diesel,Automatic,First,1498,108.5,5,21.5,10.0,1000000.0,1000000.0,19000,2016,1.8848783533126436,Overpriced,4.9,1,0,0,10,28,1780
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Toyota,Hyderabad,2012,210000,Diesel,Manual,First,2494,100.0,7,12.99,9.0,900000.0,900000.0,210000,2012,0.76569159855581,Good Deal,4.1,1,1,0,5,27,1706
Toyota Corolla Altis G,Toyota,Delhi,2013,64000,Petrol,Manual,Second,1798,138.1,5,14.53,5.2,520000.0,520000.0,64000,2013,0.44239959027669024,Good Deal,4.8,3,1,2,4,27,1637
Hyundai Verna CRDi,Hyundai,Chennai,2006,200000,Diesel,Manual,Second,1493,110.0,5,16.8,1.85,185000.0,185000.0,200000,2006,0.3421538890039979,Good Deal,3.4,1,1,2,2,9,620
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,MercedesBenz,Chennai,2013,100000,Diesel,Automatic,Second,2987,254.8,7,11.3,38.0,3800000.0,3800000.0,100000,2013,1.3996992070646328,Overpriced,4.6,1,0,2,2,18,1233
Renault Duster 85PS Diesel RxL Optional,Renault,Kochi,2013,69140,Diesel,Manual,First,1461,83.8,5,20.46,5.11,511000.00000000006,511000.00000000006,69140,2013,0.8811811716575888,Fair Price,4.9,1,1,0,7,23,1392
Skoda Rapid 1.6 MPI Ambition,Skoda,Coimbatore,2019,21214,Petrol,Manual,First,1598,103.52,5,15.41,9.66,966000.0,966000.0,21214,2019,1.2611648010382628,Overpriced,5.0,3,1,0,3,24,1475
Hyundai i10 Sportz 1.2,Hyundai,Kolkata,2015,28000,Petrol,Manual,First,1197,78.9,5,20.36,3.4,340000.0,340000.0,28000,2015,0.628823363574915,Good Deal,4.8,3,1,0,8,9,681
Mahindra KUV 100 mFALCON G80 K8,Mahindra,Kochi,2017,29085,Petrol,Manual,First,1198,82.0,6,18.15,5.84,584000.0,584000.0,29085,2017,0.7233313687932813,Good Deal,4.9,3,1,0,7,16,820
Maruti Celerio VXI AMT,Maruti,Kolkata,2016,30000,Petrol,Automatic,First,998,67.04,5,23.1,3.8,380000.0,380000.0,30000,2016,0.8201418607750515,Good Deal,5.0,3,0,0,8,17,970
Maruti A-Star AT VXI,Maruti,Mumbai,2012,32910,Petrol,Automatic,First,998,66.1,5,16.98,2.5,250000.0,250000.0,32910,2012,0.539567013667797,Good Deal,5.0,3,0,0,9,17,914
Honda City i DTEC VX,Honda,Kolkata,2015,30000,Diesel,Manual,First,1498,98.6,5,25.1,6.95,695000.0,695000.0,30000,2015,1.2700898350972187,Overpriced,4.9,1,1,0,8,8,421
Skoda Superb 1.8 TSI,Skoda,Pune,2010,35102,Petrol,Automatic,First,1798,161.6,5,12.6,5.5,550000.0,550000.0,35102,2010,0.7180544933447666,Good Deal,4.9,3,0,0,10,24,1488
