brand,model,year,price,mileage,fuel_type,transmission,engine_size,car_type,seats,rating,city,source
Ford,EcoSport,2012,167459,121457,Diesel,Automatic,1.2,Sedan,5,4.4,Jamnagar,gujarat
Kia,Carnival,2023,1203584,14784,Petrol,Manual,1.6,MPV,8,4.9,Rajkot,gujarat
Toyota,Camry,2022,1184004,29602,Hybrid,Manual,2.5,Sedan,5,3.6,Rajkot,gujarat
Mercedes,C-Class,2014,208390,123342,Diesel,Manual,1.5,Sedan,4,4.0,Vadodara,gujarat
Ford,EcoSport,2013,300094,96591,Diesel,Manual,1.0,Sedan,5,3.6,Surat,gujarat
Ford,Endeavour,2023,2934372,10907,Diesel,Automatic,2.0,SUV,5,3.9,Surat,gujarat
Toyota,Urban Cruiser,2022,1180169,28208,Diesel,Manual,1.5,Sedan,5,3.1,Surat,gujarat
Maruti Suzuki,Alto,2016,472456,61437,Petrol,Automatic,1.0,Hatchback,4,3.9,Jamnagar,gujarat
Renault,Kiger,2019,599744,57308,Diesel,Automatic,1.0,Sedan,5,3.7,Surat,gujarat
Honda,City,2014,1186042,148295,Diesel,Manual,1.5,Sedan,5,4.1,Bhavnagar,gujarat
Tata,Curvv,2024,1007288,4033,Diesel,Automatic,1.6,SUV,5,4.4,Jamnagar,gujarat
Hyundai,Grand i10,2017,544406,48902,Petrol,Manual,1.5,Sedan,5,4.3,Rajkot,gujarat
Mercedes,C-Class,2021,727760,36561,Petrol,Manual,1.5,Sedan,4,4.9,Vadodara,gujarat
BMW,3 Series,2015,481363,51380,Petrol,Automatic,1.5,Sedan,4,3.1,Bhavnagar,gujarat
Kia,Seltos,2022,1136332,18361,Petrol,Automatic,1.5,Sedan,5,4.7,Surat,gujarat
Kia,Carnival,2016,745807,60202,Petrol,Automatic,1.5,MPV,8,4.6,Vadodara,gujarat
Mercedes,C-Class,2017,553163,47597,Diesel,Manual,1.2,Sedan,4,4.0,Bhavnagar,gujarat
BMW,3 Series,2013,205382,154154,Diesel,Manual,1.2,Sedan,4,4.3,Ahmedabad,gujarat
Maruti Suzuki,Dzire,2017,767561,95755,Diesel,Automatic,1.2,Sedan,5,3.6,Rajkot,gujarat
Hyundai,Grand i10,2016,447749,59478,Diesel,Manual,1.0,Sedan,5,4.0,Vadodara,gujarat
BMW,3 Series,2020,705910,25015,Diesel,Manual,1.2,Sedan,4,3.2,Jamnagar,gujarat
BMW,3 Series,2017,539751,68405,Petrol,Manual,1.0,Sedan,4,4.5,Rajkot,gujarat
Tata,Tiago,2018,609117,32966,Diesel,Manual,1.2,Hatchback,5,4.5,Rajkot,gujarat
BMW,3 Series,2017,508665,59535,Petrol,Automatic,1.5,Sedan,4,3.5,Jamnagar,gujarat
Hyundai,Grand i10,2020,708766,21174,Petrol,Manual,1.5,Sedan,5,4.0,Jamnagar,gujarat
Kia,Carnival,2016,765526,87281,Diesel,Manual,1.2,MPV,8,4.6,Ahmedabad,gujarat
Tata,Tiago,2012,713901,85008,Petrol,Automatic,1.2,Hatchback,5,4.0,Surat,gujarat
Mercedes,C-Class,2018,562058,85187,Diesel,Manual,1.0,Sedan,4,3.6,Rajkot,gujarat
Tata,Curvv EV,2024,964264,357,Electric,Manual,0.0,SUV,5,3.9,Rajkot,gujarat
Ford,EcoSport,2019,604801,63353,Petrol,Manual,1.2,Sedan,5,3.1,Ahmedabad,gujarat
Hyundai,Exter,2024,1000972,6810,Diesel,Manual,1.6,Sedan,5,3.1,Rajkot,gujarat
Ford,Figo,2021,803149,38744,CNG,Automatic,1.2,Sedan,5,3.5,Ahmedabad,gujarat
Renault,Kwid,2018,545032,67775,Petrol,Automatic,1.0,Hatchback,4,3.2,Bhavnagar,gujarat
Mercedes,C-Class,2019,616177,70712,Petrol,Manual,1.0,Sedan,4,3.9,Rajkot,gujarat
Mahindra,XUV300,2015,645780,122025,Petrol,Manual,1.5,Sedan,5,4.3,Surat,gujarat
Honda,Elevate,2024,1024225,6829,Diesel,Manual,1.5,Sedan,5,4.2,Vadodara,gujarat
Hyundai,Exter,2024,968713,2115,Petrol,Manual,1.0,Sedan,5,4.6,Rajkot,gujarat
Honda,City,2015,919011,117984,Petrol,Manual,1.5,Sedan,5,3.3,Gandhinagar,gujarat
Renault,Kwid,2024,512884,1043,Petrol,Manual,1.0,Hatchback,4,4.0,Vadodara,gujarat
Toyota,Innova Crysta,2024,2739857,9126,Diesel,Manual,2.4,MPV,7,4.4,Rajkot,gujarat
Ford,EcoSport,2013,230028,157452,Diesel,Automatic,1.0,Sedan,5,4.6,Ahmedabad,gujarat
Renault,Kwid,2014,453840,132565,CNG,Manual,1.0,Hatchback,4,4.5,Rajkot,gujarat
Hyundai,Creta,2020,1128957,41928,Diesel,Manual,1.5,SUV,5,4.7,Rajkot,gujarat
Toyota,Glanza,2023,1195171,7805,Petrol,Automatic,1.6,Sedan,5,4.3,Surat,gujarat
Tata,Nexon EV,2023,901087,8738,Electric,Manual,0.0,SUV,5,4.8,Gandhinagar,gujarat
Renault,Triber,2017,580009,38901,Petrol,Manual,1.5,MPV,7,4.9,Ahmedabad,gujarat
Toyota,Glanza,2022,1175894,15384,Petrol,Automatic,2.0,Sedan,5,3.3,Bhavnagar,gujarat
Maruti Suzuki,Brezza,2023,911761,13516,Petrol,Automatic,1.5,Sedan,5,4.1,Vadodara,gujarat
Toyota,Glanza,2019,982178,43335,Diesel,Manual,1.2,Sedan,5,3.9,Surat,gujarat
Renault,Triber,2024,1027418,7244,Petrol,Automatic,1.6,MPV,7,4.6,Vadodara,gujarat
Hyundai,i20,2020,1180160,41921,Diesel,Automatic,1.2,Hatchback,5,3.4,Bhavnagar,gujarat
Renault,Kiger,2020,764227,42328,Diesel,Manual,1.5,Sedan,5,4.2,Surat,gujarat
Honda,Elevate,2024,947475,8278,Diesel,Automatic,1.2,Sedan,5,4.3,Vadodara,gujarat
Hyundai,i20,2024,956217,2043,Diesel,Manual,1.2,Hatchback,5,4.6,Bhavnagar,gujarat
BMW,3 Series,2017,489294,74216,Diesel,Automatic,1.5,Sedan,4,4.3,Jamnagar,gujarat
Kia,Sonet,2013,571692,97971,Diesel,Automatic,1.5,Sedan,5,3.2,Jamnagar,gujarat
Kia,Carnival,2013,574151,67091,Petrol,Manual,1.0,MPV,8,3.9,Vadodara,gujarat
Mercedes,C-Class,2021,801019,33316,Diesel,Automatic,1.5,Sedan,4,4.0,Rajkot,gujarat
Ford,Figo,2019,608646,72953,Diesel,Manual,1.0,Sedan,5,4.0,Rajkot,gujarat
Tata,Nexon EV,2024,1037025,1934,Electric,Manual,0.0,SUV,5,4.9,Vadodara,gujarat
Hyundai,Verna,2018,1387538,37230,Diesel,Manual,1.5,Sedan,5,3.6,Vadodara,gujarat
Honda,Amaze,2019,824522,26833,Diesel,Manual,1.5,Sedan,5,3.4,Gandhinagar,gujarat
Ford,EcoSport,2013,195698,126766,Petrol,Manual,1.2,Sedan,5,4.1,Bhavnagar,gujarat
Ford,Endeavour,2024,3000289,6181,Diesel,Automatic,2.0,SUV,5,4.5,Jamnagar,gujarat
Ford,EcoSport,2023,890706,10328,Diesel,Manual,1.2,Sedan,5,3.8,Rajkot,gujarat
Toyota,Camry,2012,412077,147876,Hybrid,Manual,2.5,Sedan,5,4.1,Gandhinagar,gujarat
Honda,Elevate,2023,883161,14164,Petrol,Manual,1.5,Sedan,5,4.5,Bhavnagar,gujarat
Renault,Kwid,2024,404892,7796,Petrol,Automatic,1.0,Hatchback,4,3.5,Surat,gujarat
Mahindra,Scorpio N,2021,1052094,29556,Diesel,Manual,2.0,SUV,5,4.0,Ahmedabad,gujarat
Toyota,Urban Cruiser,2022,1106153,23596,Diesel,Manual,1.5,Sedan,5,3.2,Ahmedabad,gujarat
Renault,Kwid,2016,466992,58878,Diesel,Manual,1.0,Hatchback,4,3.1,Vadodara,gujarat
Tata,Nexon,2017,953540,74062,Petrol,Manual,1.2,SUV,5,3.8,Gandhinagar,gujarat
Hyundai,i20,2015,1113002,76407,Diesel,Manual,1.2,Hatchback,5,3.5,Vadodara,gujarat
Ford,Figo,2018,644461,34289,Petrol,Manual,1.0,Sedan,5,3.5,Bhavnagar,gujarat
Mercedes,C-Class,2015,350400,117706,Diesel,Manual,1.2,Sedan,4,3.9,Gandhinagar,gujarat
Mercedes,C-Class,2024,993929,2332,Diesel,Manual,1.0,Sedan,4,4.1,Rajkot,gujarat
Renault,Kiger,2012,290902,60131,CNG,Manual,1.5,Sedan,5,4.9,Ahmedabad,gujarat
Maruti Suzuki,Alto,2016,528257,118363,Petrol,Manual,1.0,Hatchback,4,4.2,Bhavnagar,gujarat
Honda,City,2014,1490433,146886,Petrol,Manual,1.5,Sedan,5,4.5,Vadodara,gujarat
Kia,Sonet,2021,1078720,31541,Diesel,Automatic,1.5,Sedan,5,3.5,Jamnagar,gujarat
Toyota,Glanza,2020,1028579,50133,Petrol,Automatic,2.0,Sedan,5,4.8,Bhavnagar,gujarat
Ford,EcoSport,2012,172745,148172,Petrol,Automatic,1.5,Sedan,5,4.0,Rajkot,gujarat
Renault,Kwid,2024,408112,1270,Diesel,Automatic,1.0,Hatchback,4,3.7,Gandhinagar,gujarat
Kia,Carens,2023,1275361,7903,CNG,Manual,1.5,MPV,7,3.9,Surat,gujarat
Maruti Suzuki,Ertiga,2016,401101,86900,Petrol,Manual,1.2,MPV,7,4.6,Surat,gujarat
Mahindra,Bolero,2017,856799,39822,Petrol,Automatic,1.5,Sedan,5,3.4,Surat,gujarat
Mercedes,C-Class,2013,291593,91352,Diesel,Manual,1.0,Sedan,4,4.3,Bhavnagar,gujarat
Mercedes,C-Class,2013,166809,132091,Diesel,Manual,1.5,Sedan,4,4.7,Bhavnagar,gujarat
Honda,City,2022,1458829,10757,Diesel,Manual,1.5,Sedan,5,4.3,Jamnagar,gujarat
Maruti Suzuki,Ertiga,2017,470330,91694,Petrol,Manual,1.2,MPV,7,4.0,Bhavnagar,gujarat
Maruti Suzuki,Brezza,2015,434429,51155,CNG,Manual,1.2,Sedan,5,3.0,Surat,gujarat
Toyota,Innova Crysta,2021,2573266,41465,Diesel,Manual,2.4,MPV,7,3.3,Vadodara,gujarat
Hyundai,Exter,2023,951910,5456,Petrol,Manual,1.5,Sedan,5,4.9,Gandhinagar,gujarat
Honda,City,2013,1257356,117072,Diesel,Automatic,1.5,Sedan,5,4.6,Bhavnagar,gujarat
Ford,EcoSport,2022,876882,24629,Petrol,Automatic,1.0,Sedan,5,3.8,Gandhinagar,gujarat
Hyundai,Creta,2015,1316115,102923,Diesel,Manual,1.5,SUV,5,4.1,Vadodara,gujarat
Kia,Carnival,2013,526561,135911,Petrol,Automatic,1.5,MPV,8,4.2,Rajkot,gujarat
Kia,Carnival,2024,1317292,7014,Diesel,Manual,1.5,MPV,8,3.9,Vadodara,gujarat
BMW,3 Series,2013,264610,68459,Diesel,Manual,1.0,Sedan,4,4.8,Surat,gujarat
Mercedes,C-Class,2017,483097,90182,Diesel,Manual,1.0,Sedan,4,3.3,Ahmedabad,gujarat
Maruti Suzuki,Baleno,2016,969025,116614,CNG,Automatic,1.2,Sedan,5,3.3,Vadodara,gujarat
BMW,3 Series,2016,374059,88343,Diesel,Manual,1.0,Sedan,4,3.1,Bhavnagar,gujarat
Renault,Kwid,2018,452526,52532,Diesel,Manual,1.0,Hatchback,4,3.4,Rajkot,gujarat
Ford,Figo,2023,954813,10425,Diesel,Manual,1.2,Sedan,5,3.8,Surat,gujarat
Hyundai,Grand i10,2024,1014002,691,Petrol,Manual,2.0,Sedan,5,3.5,Bhavnagar,gujarat
Mahindra,Thar,2023,1694172,10431,Petrol,Manual,2.0,SUV,5,3.1,Ahmedabad,gujarat
Renault,Kwid,2014,450961,88086,Diesel,Automatic,1.0,Hatchback,4,5.0,Surat,gujarat
Mahindra,XUV700,2022,1665501,17174,Petrol,Manual,2.0,SUV,7,3.4,Vadodara,gujarat
Hyundai,i20,2022,1143340,14497,Diesel,Manual,1.2,Hatchback,5,3.5,Gandhinagar,gujarat
Toyota,Fortuner,2020,3137106,48424,Diesel,Automatic,2.8,SUV,7,4.1,Jamnagar,gujarat
Toyota,Glanza,2023,1259380,12037,Petrol,Manual,2.0,Sedan,5,3.4,Bhavnagar,gujarat
Honda,City,2017,1193678,67397,Diesel,Automatic,1.5,Sedan,5,4.5,Gandhinagar,gujarat
Ford,Figo,2021,787945,17125,Diesel,Automatic,1.5,Sedan,5,4.5,Vadodara,gujarat
Ford,Figo,2019,669182,36730,Diesel,Manual,1.2,Sedan,5,4.4,Rajkot,gujarat
Ford,Endeavour,2021,2827637,28138,Diesel,Manual,2.0,SUV,5,4.8,Rajkot,gujarat
Mahindra,Bolero,2015,685708,85107,Diesel,Manual,1.2,Sedan,5,3.5,Ahmedabad,gujarat
Tata,Punch,2023,834326,12282,Petrol,Manual,1.2,Sedan,5,3.9,Rajkot,gujarat
Kia,Carnival,2017,741552,100213,Petrol,Manual,1.2,MPV,8,3.5,Jamnagar,gujarat
Hyundai,Venue,2019,1168850,44301,Diesel,Manual,1.0,Sedan,5,3.2,Vadodara,gujarat
Maruti Suzuki,Dzire,2015,822617,88746,Petrol,Automatic,1.2,Sedan,5,3.4,Bhavnagar,gujarat
Tata,Nexon EV,2022,868252,10279,Electric,Manual,0.0,SUV,5,4.9,Gandhinagar,gujarat
BMW,3 Series,2019,631193,67866,CNG,Automatic,1.2,Sedan,4,3.5,Jamnagar,gujarat
Mahindra,Bolero,2015,651939,112610,Diesel,Automatic,1.5,Sedan,5,4.6,Vadodara,gujarat
Hyundai,Venue,2020,1118988,48101,Petrol,Manual,1.5,Sedan,5,3.3,Gandhinagar,gujarat
Tata,Safari,2021,2374825,31377,Diesel,Manual,2.0,Sedan,7,4.5,Jamnagar,gujarat
Renault,Kiger,2017,598393,38046,Diesel,Automatic,1.0,Sedan,5,5.0,Vadodara,gujarat
BMW,3 Series,2018,614201,43382,Petrol,Manual,1.2,Sedan,4,3.2,Bhavnagar,gujarat
Ford,Figo,2016,468468,52221,Petrol,Manual,1.0,Sedan,5,4.7,Bhavnagar,gujarat
Ford,EcoSport,2014,307108,76083,CNG,Manual,1.0,Sedan,5,3.5,Jamnagar,gujarat
Renault,Kwid,2019,535929,28765,Petrol,Manual,1.0,Hatchback,4,3.3,Ahmedabad,gujarat
Tata,Nexon EV,2023,971405,12835,Electric,Automatic,0.0,SUV,5,3.3,Surat,gujarat
Honda,Amaze,2023,1066517,12778,Diesel,Manual,1.5,Sedan,5,3.6,Ahmedabad,gujarat
Tata,Curvv EV,2024,1016278,6541,Electric,Manual,0.0,SUV,5,3.9,Bhavnagar,gujarat
Maruti Suzuki,Brezza,2013,299711,92737,Diesel,Manual,1.5,Sedan,5,4.7,Gandhinagar,gujarat
Honda,Amaze,2021,967607,41982,Petrol,Automatic,1.5,Sedan,5,3.9,Jamnagar,gujarat
Tata,Tiago EV,2022,895572,22895,Electric,Manual,0.0,Hatchback,5,3.5,Jamnagar,gujarat
Renault,Kiger,2022,917494,12187,Diesel,Automatic,1.2,Sedan,5,3.8,Gandhinagar,gujarat
Renault,Kwid,2017,427583,45031,Diesel,Automatic,1.0,Hatchback,4,3.3,Surat,gujarat
Renault,Kwid,2019,567475,26750,Diesel,Automatic,1.0,Hatchback,4,4.5,Gandhinagar,gujarat
Mahindra,Bolero,2012,559847,61407,Petrol,Automatic,1.2,Sedan,5,4.3,Rajkot,gujarat
Ford,Endeavour,2013,2339883,65819,Diesel,Automatic,2.0,SUV,5,4.6,Gandhinagar,gujarat
Tata,Tiago,2012,546461,139559,Petrol,Manual,1.2,Hatchback,5,3.2,Gandhinagar,gujarat
Maruti Suzuki,Brezza,2016,487757,60119,Petrol,Manual,1.0,Sedan,5,4.8,Bhavnagar,gujarat
Mahindra,Bolero,2023,1271203,5782,Diesel,Manual,2.0,Sedan,5,4.8,Rajkot,gujarat
Honda,Amaze,2012,775514,138407,Diesel,Automatic,1.5,Sedan,5,4.8,Surat,gujarat
Hyundai,i20,2018,976746,31831,Diesel,Manual,1.2,Hatchback,5,4.9,Ahmedabad,gujarat
Mercedes,C-Class,2023,890768,7736,Petrol,Manual,1.2,Sedan,4,3.6,Jamnagar,gujarat
Mahindra,XUV300,2015,619781,116002,CNG,Manual,1.0,Sedan,5,3.2,Vadodara,gujarat
Tata,Nexon,2023,1258091,10181,Petrol,Manual,1.2,SUV,5,3.1,Surat,gujarat
Kia,Carens,2024,1247344,8185,Diesel,Automatic,1.5,MPV,7,3.5,Ahmedabad,gujarat
BMW,3 Series,2022,893853,22732,CNG,Automatic,1.0,Sedan,4,3.7,Jamnagar,gujarat
Toyota,Urban Cruiser,2021,1050313,25980,Diesel,Manual,2.0,Sedan,5,4.3,Surat,gujarat
Renault,Triber,2023,920488,5217,Petrol,Automatic,1.0,MPV,7,3.6,Jamnagar,gujarat
Kia,Sonet,2021,1072854,17601,Petrol,Manual,1.5,Sedan,5,3.4,Ahmedabad,gujarat
Mahindra,Scorpio N,2021,1137895,29540,Diesel,Manual,2.0,SUV,5,4.0,Rajkot,gujarat
Mercedes,C-Class,2024,979016,388,Diesel,Manual,1.0,Sedan,4,3.4,Ahmedabad,gujarat
Mercedes,C-Class,2024,1022700,3644,Diesel,Manual,1.6,Sedan,4,4.3,Ahmedabad,gujarat
Ford,EcoSport,2015,479147,51829,CNG,Automatic,1.0,Sedan,5,3.2,Bhavnagar,gujarat
Renault,Kwid,2015,511736,111509,Diesel,Manual,1.0,Hatchback,4,3.5,Surat,gujarat
BMW,3 Series,2016,470552,77401,Petrol,Manual,1.2,Sedan,4,4.7,Rajkot,gujarat
Hyundai,Venue,2022,1146789,22377,Petrol,Manual,1.0,Sedan,5,4.6,Gandhinagar,gujarat
Ford,EcoSport,2024,994019,6249,Diesel,Automatic,1.2,Sedan,5,4.2,Surat,gujarat
Renault,Triber,2014,332866,83723,Petrol,Manual,1.2,MPV,7,4.1,Rajkot,gujarat
Hyundai,Venue,2020,981120,50753,CNG,Manual,1.5,Sedan,5,4.0,Rajkot,gujarat
Kia,Carens,2023,1214345,13020,Diesel,Manual,1.5,MPV,7,5.0,Ahmedabad,gujarat
Kia,Sonet,2015,629457,102186,Diesel,Automatic,1.5,Sedan,5,4.3,Vadodara,gujarat
Maruti Suzuki,Brezza,2018,630424,57789,Petrol,Manual,1.2,Sedan,5,4.3,Jamnagar,gujarat
Maruti Suzuki,Brezza,2022,854253,14845,Diesel,Automatic,1.0,Sedan,5,3.5,Bhavnagar,gujarat
BMW,3 Series,2012,211098,75300,Diesel,Automatic,1.2,Sedan,4,4.4,Ahmedabad,gujarat
Renault,Kwid,2018,466288,40867,Diesel,Manual,1.0,Hatchback,4,4.2,Jamnagar,gujarat
Kia,Seltos,2019,942053,66692,Diesel,Manual,1.5,Sedan,5,4.5,Jamnagar,gujarat
Kia,Carens,2022,1183451,15518,Petrol,Manual,1.6,MPV,7,4.0,Jamnagar,gujarat
Honda,Elevate,2024,967121,2795,Petrol,Automatic,1.0,Sedan,5,4.0,Bhavnagar,gujarat
Hyundai,Grand i10,2021,744862,41685,Petrol,Manual,1.0,Sedan,5,4.6,Surat,gujarat
Honda,Amaze,2019,807249,66080,Diesel,Manual,1.2,Sedan,5,3.8,Vadodara,gujarat
Hyundai,Venue,2019,1150555,63380,Petrol,Automatic,1.5,Sedan,5,4.5,Ahmedabad,gujarat
Mercedes,C-Class,2013,303463,82665,Diesel,Manual,1.5,Sedan,4,5.0,Gandhinagar,gujarat
Honda,Amaze,2019,1066864,74604,Petrol,Manual,1.2,Sedan,5,4.9,Jamnagar,gujarat
Kia,Carnival,2021,1112665,16875,Diesel,Automatic,1.6,MPV,8,4.7,Rajkot,gujarat
Tata,Nexon,2018,1143042,86951,CNG,Automatic,1.2,SUV,5,4.2,Jamnagar,gujarat
Ford,Figo,2018,527633,73268,Petrol,Manual,1.2,Sedan,5,3.0,Vadodara,gujarat
Maruti Suzuki,Ertiga,2023,967857,10333,Petrol,Manual,1.2,MPV,7,4.5,Gandhinagar,gujarat
Hyundai,Venue,2022,1349367,25601,Diesel,Manual,1.0,Sedan,5,4.4,Gandhinagar,gujarat
Renault,Triber,2024,937160,8267,Petrol,Automatic,1.2,MPV,7,4.7,Bhavnagar,gujarat
Ford,EcoSport,2019,698198,32581,Diesel,Manual,1.0,Sedan,5,3.3,Jamnagar,gujarat
Hyundai,i20,2018,884009,76908,CNG,Manual,1.2,Hatchback,5,3.4,Vadodara,gujarat
Mercedes,C-Class,2022,909225,14033,Petrol,Manual,1.5,Sedan,4,4.0,Gandhinagar,gujarat
Toyota,Fortuner,2021,3135616,40111,Diesel,Manual,2.8,SUV,7,4.3,Gandhinagar,gujarat
Renault,Kiger,2024,971301,3823,Petrol,Manual,1.0,Sedan,5,3.2,Jamnagar,gujarat
BMW,3 Series,2023,961083,6902,Petrol,Automatic,1.2,Sedan,4,4.2,Ahmedabad,gujarat
Honda,City,2021,1307000,32550,CNG,Manual,1.5,Sedan,5,4.0,Bhavnagar,gujarat
BMW,3 Series,2013,187204,106814,Diesel,Manual,1.0,Sedan,4,4.6,Vadodara,gujarat
Mahindra,Bolero,2022,1119323,24935,Diesel,Manual,2.0,Sedan,5,3.1,Vadodara,gujarat
Honda,Elevate,2023,973605,9480,Diesel,Manual,1.0,Sedan,5,4.0,Jamnagar,gujarat
Kia,Seltos,2021,1153947,20003,Petrol,Automatic,1.5,Sedan,5,4.8,Gandhinagar,gujarat
Tata,Curvv EV,2024,1026409,4900,Electric,Manual,0.0,SUV,5,3.8,Rajkot,gujarat
Mercedes,C-Class,2017,478257,86296,Petrol,Automatic,1.2,Sedan,4,4.4,Surat,gujarat
Renault,Kiger,2013,298391,72157,Diesel,Manual,1.0,Sedan,5,4.7,Jamnagar,gujarat
Honda,Amaze,2022,822121,15363,Petrol,Manual,1.2,Sedan,5,3.4,Jamnagar,gujarat
Mahindra,Scorpio N,2022,1176477,10299,Diesel,Manual,2.2,SUV,5,4.9,Rajkot,gujarat
Mercedes,C-Class,2012,251607,72589,CNG,Manual,1.0,Sedan,4,3.2,Bhavnagar,gujarat
Mercedes,C-Class,2021,761473,29215,Diesel,Manual,1.0,Sedan,4,3.2,Rajkot,gujarat
Ford,Endeavour,2023,2892608,14767,Diesel,Manual,2.0,SUV,5,4.6,Gandhinagar,gujarat
Mercedes,C-Class,2016,401145,98342,Petrol,Manual,1.0,Sedan,4,4.0,Jamnagar,gujarat
Renault,Kwid,2012,550111,136919,Petrol,Manual,1.0,Hatchback,4,3.8,Jamnagar,gujarat
Kia,Carens,2024,1259033,2051,Petrol,Automatic,1.5,MPV,7,3.8,Jamnagar,gujarat
Maruti Suzuki,Alto,2020,478073,55154,Petrol,Automatic,1.0,Hatchback,4,4.5,Surat,gujarat
Mercedes,C-Class,2014,284123,128525,Petrol,Manual,1.2,Sedan,4,3.2,Surat,gujarat
BMW,3 Series,2022,830510,15282,Diesel,Automatic,1.0,Sedan,4,3.2,Ahmedabad,gujarat
Renault,Kiger,2017,540450,57492,CNG,Manual,1.0,Sedan,5,3.6,Bhavnagar,gujarat
Honda,Elevate,2024,1020637,2291,Petrol,Manual,2.0,Sedan,5,4.1,Surat,gujarat
Hyundai,Exter,2023,886814,8884,Petrol,Manual,1.0,Sedan,5,4.9,Bhavnagar,gujarat
Renault,Kwid,2021,433683,26765,Diesel,Manual,1.0,Hatchback,4,3.5,Jamnagar,gujarat
Tata,Curvv,2024,980315,1364,Diesel,Automatic,1.0,SUV,5,4.1,Ahmedabad,gujarat
Mercedes,C-Class,2022,910643,16312,Petrol,Manual,1.5,Sedan,4,4.2,Rajkot,gujarat
Tata,Punch EV,2024,941396,6208,Electric,Manual,0.0,Sedan,5,3.2,Ahmedabad,gujarat
Mercedes,C-Class,2013,287909,98169,Petrol,Automatic,1.2,Sedan,4,3.3,Gandhinagar,gujarat
Mahindra,XUV700,2021,1766040,18209,Petrol,Manual,2.2,SUV,7,4.2,Gandhinagar,gujarat
Ford,EcoSport,2020,755810,42865,Diesel,Manual,1.2,Sedan,5,4.2,Ahmedabad,gujarat
Tata,Punch EV,2024,989242,2960,Electric,Manual,0.0,Sedan,5,4.1,Gandhinagar,gujarat
Kia,Carnival,2021,1095955,19180,Petrol,Manual,2.0,MPV,8,3.3,Rajkot,gujarat
BMW,3 Series,2012,233780,155082,CNG,Automatic,1.0,Sedan,4,4.4,Rajkot,gujarat
Ford,EcoSport,2019,665428,48199,Diesel,Manual,1.2,Sedan,5,4.0,Jamnagar,gujarat
Mahindra,XUV700,2021,1955856,25015,Diesel,Manual,2.0,SUV,7,4.9,Surat,gujarat
BMW,3 Series,2013,187467,152440,Diesel,Manual,1.0,Sedan,4,4.9,Rajkot,gujarat
Mercedes,C-Class,2019,652503,57624,Diesel,Manual,1.5,Sedan,4,4.4,Rajkot,gujarat
Maruti Suzuki,Dzire,2015,872811,45955,Diesel,Automatic,1.2,Sedan,5,4.2,Surat,gujarat
Mercedes,C-Class,2014,378110,59846,Diesel,Manual,1.0,Sedan,4,3.8,Rajkot,gujarat
Tata,Punch EV,2024,1028006,5537,Electric,Manual,0.0,Sedan,5,3.6,Vadodara,gujarat
Honda,City,2012,1496474,156734,Petrol,Automatic,1.5,Sedan,5,4.9,Bhavnagar,gujarat
Ford,EcoSport,2017,608678,35772,Petrol,Manual,1.0,Sedan,5,3.0,Jamnagar,gujarat
Tata,Curvv,2024,963282,145,Petrol,Manual,1.5,SUV,5,4.0,Surat,gujarat
Kia,Seltos,2022,1150398,10226,Diesel,Manual,1.5,Sedan,5,3.6,Rajkot,gujarat
Tata,Nexon EV,2022,880484,13561,Electric,Manual,0.0,SUV,5,3.7,Rajkot,gujarat
Maruti Suzuki,Wagon R,2023,649387,8251,Petrol,Manual,1.2,Sedan,5,4.8,Surat,gujarat
Mercedes,C-Class,2019,597838,68597,Petrol,Manual,1.2,Sedan,4,4.6,Jamnagar,gujarat
Tata,Punch EV,2024,1029157,8222,Electric,Automatic,0.0,Sedan,5,3.2,Ahmedabad,gujarat
Maruti Suzuki,Baleno,2014,707155,95104,Diesel,Manual,1.2,Sedan,5,3.9,Bhavnagar,gujarat
Maruti Suzuki,Alto,2019,477383,43970,Petrol,Manual,1.0,Hatchback,4,4.5,Surat,gujarat
Mahindra,XUV700,2021,1818739,43317,Diesel,Manual,2.0,SUV,7,4.4,Bhavnagar,gujarat
BMW,3 Series,2015,337432,122489,Diesel,Manual,1.0,Sedan,4,3.8,Vadodara,gujarat
Mahindra,Thar,2023,1509341,5289,Petrol,Manual,2.2,SUV,5,4.4,Surat,gujarat
Mahindra,XUV700,2024,2369261,7851,Petrol,Manual,2.2,SUV,7,3.6,Vadodara,gujarat
Kia,Sonet,2017,841822,41233,Petrol,Manual,1.5,Sedan,5,3.4,Rajkot,gujarat
Honda,Elevate,2023,900227,12059,Petrol,Manual,1.2,Sedan,5,3.6,Ahmedabad,gujarat
Mercedes,C-Class,2022,811079,28080,Petrol,Automatic,1.2,Sedan,4,4.5,Bhavnagar,gujarat
Renault,Triber,2017,553229,66228,Petrol,Manual,1.0,MPV,7,4.8,Surat,gujarat
Mercedes,C-Class,2012,235767,136881,Diesel,Manual,1.2,Sedan,4,4.9,Ahmedabad,gujarat
Renault,Triber,2017,546073,74515,Petrol,Automatic,1.5,MPV,7,4.4,Ahmedabad,gujarat
Tata,Harrier,2022,1664792,28038,Diesel,Automatic,2.0,Sedan,5,3.9,Jamnagar,gujarat
Hyundai,Grand i10,2013,217919,118284,Diesel,Automatic,1.0,Sedan,5,3.3,Vadodara,gujarat
Tata,Safari,2021,2332978,33552,Diesel,Manual,2.0,Sedan,7,3.3,Gandhinagar,gujarat
Renault,Kiger,2020,711540,45575,Diesel,Manual,1.0,Sedan,5,3.3,Surat,gujarat
